# Written by the BoltzWann module of the Wannier90 code.
# [K coefficient in SI units, i.e. in W/m/K]
# [the K coefficient is defined in the documentation, and is an ingredient of
#  the thermal conductivity. See the docs for further information.]
# Mu(eV) Temp(K) Kappa_xx Kappa_xy Kappa_yy Kappa_xz Kappa_yz Kappa_zz
   6.350000000       700.0000000       36.18465532     -0.3227326276E-02   36.19670738     -0.4711980429E-02 -0.6671735157E-02   36.30044788    
   6.360000000       300.0000000       14.21952054     -0.2888834676E-02   14.20498105     -0.2598657275E-02 -0.4488679485E-02   14.25712098    
   6.360000000       500.0000000       24.33047035     -0.3029511608E-02   24.33094085     -0.4358461586E-02 -0.6428304909E-02   24.40237595    
   6.360000000       700.0000000       36.29443496     -0.3199232669E-02   36.30728457     -0.4830159967E-02 -0.6436001136E-02   36.41167743    
   6.370000000       300.0000000       13.95949178     -0.2447956175E-02   13.94506392     -0.2932377159E-02 -0.4052391229E-02   13.99699516    
   6.370000000       500.0000000       24.16500919     -0.2852925812E-02   24.16572631     -0.4379889040E-02 -0.6001900530E-02   24.23827646    
   6.370000000       700.0000000       36.43977064     -0.3155811297E-02   36.45286655     -0.4909635288E-02 -0.6164199885E-02   36.55879180    
   6.380000000       300.0000000       13.69623020     -0.1866686323E-02   13.68175971     -0.3081711689E-02 -0.3612652676E-02   13.73400634    
   6.380000000       500.0000000       24.03490951     -0.2625617319E-02   24.03568118     -0.4344877511E-02 -0.5542936901E-02   24.11011151    
   6.380000000       700.0000000       36.62108453     -0.3100611663E-02   36.63395642     -0.4949962576E-02 -0.5860175979E-02   36.74213368    
   6.390000000       300.0000000       13.43062562     -0.1275988588E-02   13.41621113     -0.2990731115E-02 -0.3199256559E-02   13.46873071    
   6.390000000       500.0000000       23.94187358     -0.2377690740E-02   23.94273393     -0.4243745221E-02 -0.5061585787E-02   24.01946755    
   6.390000000       700.0000000       36.83783398     -0.3039070217E-02   36.85010169     -0.4952514244E-02 -0.5528706209E-02   36.96105716    
   6.400000000       300.0000000       13.17628785     -0.8041064538E-03   13.16226108     -0.2695198787E-02 -0.2830232868E-02   13.21456298    
   6.400000000       500.0000000       23.88718414     -0.2141551475E-02   23.88839750     -0.4080223045E-02 -0.4566963927E-02   23.96749462    
   6.400000000       700.0000000       37.08851206     -0.2977420739E-02   37.09988439     -0.4920834766E-02 -0.5175171926E-02   37.21393299    
   6.410000000       300.0000000       12.94683787     -0.5329861523E-03   12.93381501     -0.2273336903E-02 -0.2516791950E-02   12.98517206    
   6.410000000       500.0000000       23.87159364     -0.1945112185E-02   23.87362892     -0.3871103284E-02 -0.4066072320E-02   23.95480458    
   6.410000000       700.0000000       37.37066918     -0.2921470575E-02   37.38093208     -0.4860524161E-02 -0.4805253001E-02   37.49817575    
   6.420000000       300.0000000       12.74512142     -0.4542189857E-03   12.73406491     -0.1808657839E-02 -0.2247981822E-02   12.78366009    
   6.420000000       500.0000000       23.89514025     -0.1807135909E-02   23.89861537     -0.3642532867E-02 -0.3563678954E-02   23.98129017    
   6.420000000       700.0000000       37.68095791     -0.2875474100E-02   37.68995334     -0.4778661571E-02 -0.4424675092E-02   37.81029489    
   6.430000000       300.0000000       12.56624389     -0.4797809896E-03   12.55840203     -0.1387706488E-02 -0.1974758090E-02   12.60540476    
   6.430000000       500.0000000       23.95699302     -0.1735597692E-02   23.96259271     -0.3424000423E-02 -0.3063155087E-02   24.04596763    
   6.430000000       700.0000000       38.01520564     -0.2841289993E-02   38.02280364     -0.4682898877E-02 -0.4039018576E-02   38.14597424    
   6.440000000       300.0000000       12.40998580     -0.5152110348E-03   12.40670399     -0.1100574592E-02 -0.1635192753E-02   12.45032333    
   6.440000000       500.0000000       24.05534667     -0.1728605076E-02   24.06372135     -0.3241451126E-02 -0.2567789476E-02   24.14686618    
   6.440000000       700.0000000       38.36852128     -0.2817932353E-02   38.37458882     -0.4580439645E-02 -0.3653576907E-02   38.50018605    
   6.450000000       300.0000000       12.28764435     -0.5318046058E-03   12.29016683     -0.1024449403E-02 -0.1214311972E-02   12.32971613    
   6.450000000       500.0000000       24.18732706     -0.1776487065E-02   24.19898448     -0.3111076648E-02 -0.2081742199E-02   24.28093007    
   6.450000000       700.0000000       38.73544135     -0.2801545654E-02   38.73981240     -0.4477149566E-02 -0.3273243200E-02   38.86734510    
   6.460000000       300.0000000       12.21456747     -0.5751272699E-03   12.22390561     -0.1201297602E-02 -0.7732066881E-03   12.25889922    
   6.460000000       500.0000000       24.34891810     -0.1863713418E-02   24.36412200     -0.3035325599E-02 -0.1609930117E-02   24.44394710    
   6.460000000       700.0000000       39.11011829     -0.2785770801E-02   39.11256972     -0.4377011361E-02 -0.2902409371E-02   39.24150574    
   6.470000000       300.0000000       12.19566960     -0.7068673953E-03   12.21249714     -0.1609005420E-02 -0.4013198032E-03   12.24274919    
   6.470000000       500.0000000       24.53502506     -0.1970235364E-02   24.55371555     -0.3002459162E-02 -0.1156859520E-02   24.63062128    
   6.470000000       700.0000000       39.48654910     -0.2762430346E-02   39.48678667     -0.4282045607E-02 -0.2544876603E-02   39.61659954    
   6.480000000       300.0000000       12.21933171     -0.9324030956E-03   12.24384374     -0.2127634067E-02 -0.1350623697E-03   12.26948301    
   6.480000000       500.0000000       24.73981439     -0.2072856109E-02   24.76156414     -0.2990282536E-02 -0.7252701437E-03   24.83493188    
   6.480000000       700.0000000       39.85883530     -0.2722438463E-02   39.85649285     -0.4192690772E-02 -0.2203788241E-02   39.98670411    
   6.490000000       300.0000000       12.26617373     -0.1175236681E-02   12.29791925     -0.2551198236E-02  0.7267064472E-04   12.31927204    
   6.490000000       500.0000000       24.95734952     -0.2147498408E-02   24.98136662     -0.2973397441E-02 -0.3156997608E-03   25.05079900    
   6.490000000       700.0000000       40.22145768     -0.2656825890E-02   40.21611124     -0.4108505869E-02 -0.1881596866E-02   40.34632534    
   6.500000000       300.0000000       12.32394534     -0.1324535220E-02   12.36171370     -0.2684102379E-02  0.3091185885E-03   12.37911213    
   6.500000000       500.0000000       25.18235729     -0.2172542102E-02   25.20754105     -0.2931773451E-02  0.7256955659E-04   25.27288921    
   6.500000000       700.0000000       40.56954306     -0.2557758228E-02   40.56073934     -0.4028968032E-02 -0.1580065412E-02   40.69066909    
   6.510000000       300.0000000       12.39477713     -0.1317106598E-02   12.43663479     -0.2462081064E-02  0.6348547036E-03   12.45026300    
   6.510000000       500.0000000       25.41086629     -0.2132370980E-02   25.43591401     -0.2857455640E-02  0.4397841285E-03   25.49729540    
   6.510000000       700.0000000       40.89909827     -0.2419423904E-02   40.88639490     -0.3954117754E-02 -0.1300286890E-02   41.01587573    
   6.520000000       300.0000000       12.48983450     -0.1172146118E-02   12.53338040     -0.1993354516E-02  0.1046467568E-02   12.54323812    
   6.520000000       500.0000000       25.64053200     -0.2019772010E-02   25.66408496     -0.2756654120E-02  0.7844549702E-03   25.72189360    
   6.520000000       700.0000000       41.20718939     -0.2238685165E-02   41.19020254     -0.3884866573E-02 -0.1042701485E-02   41.31919453    
   6.530000000       300.0000000       12.61842613     -0.9532299218E-03   12.66125360     -0.1488961381E-02  0.1482123756E-02   12.66727540    
   6.530000000       500.0000000       25.87063611     -0.1836251429E-02   25.89144296     -0.2646376995E-02  0.1103554345E-02   25.94634910    
   6.530000000       700.0000000       41.49205211     -0.2015425625E-02   41.47050530     -0.3822905423E-02 -0.8071007487E-03   41.59908276    
   6.540000000       300.0000000       12.78210761     -0.7208102702E-03   12.82233728     -0.1143486741E-02  0.1856595698E-02   12.82469198    
   6.540000000       500.0000000       26.10187895     -0.1590294435E-02   26.11894870     -0.2547215672E-02  0.1394227057E-02   26.17187844    
   6.540000000       700.0000000       41.75312822     -0.1752583695E-02   41.72689603     -0.3770290985E-02 -0.5926316438E-03   41.85522505    
   6.550000000       300.0000000       12.97772791     -0.5224692148E-03   13.01439381     -0.1049928121E-02  0.2106264228E-02   13.01390920    
   6.550000000       500.0000000       26.33609266     -0.1294419417E-02   26.34880972     -0.2475500587E-02  0.1656066957E-02   26.40089256    
   6.550000000       700.0000000       41.99103242     -0.1455916027E-02   41.96017305     -0.3728889549E-02 -0.3978336230E-03   42.08847874    
   6.560000000       300.0000000       13.20438757     -0.3945266861E-03   13.23750154     -0.1185659844E-02  0.2226319674E-02   13.23597927    
   6.560000000       500.0000000       26.57592545     -0.9621909771E-03   26.58410749     -0.2438014150E-02  0.1892555170E-02   26.63658280    
   6.560000000       700.0000000       42.20746056     -0.1133571092E-02   42.17223263     -0.3699886152E-02 -0.2207442787E-03   42.30075904    
   6.570000000       300.0000000       13.46657016     -0.3447872657E-03   13.49685088     -0.1449534333E-02  0.2279632980E-02   13.49694313    
   6.570000000       500.0000000       26.82448225     -0.6062053748E-03   26.82837468     -0.2431005488E-02  0.2110615293E-02   26.88245954    
   6.570000000       700.0000000       42.40505474     -0.7955593614E-03   42.36591596     -0.3683515385E-02 -0.5908699542E-04   42.49488314    
   6.580000000       300.0000000       13.77109643     -0.3356062909E-03   13.79952965     -0.1714066852E-02  0.2363526232E-02   13.80406209    
   6.580000000       500.0000000       27.08491620     -0.2376142023E-03   27.08513090     -0.2443322253E-02  0.2318224677E-02   27.14186752    
   6.580000000       700.0000000       42.58724294     -0.4531844547E-03   42.54483052     -0.3679065233E-02  0.8948408859E-04   42.67439399    
   6.590000000       300.0000000       14.12215038     -0.3000062406E-03   14.14962081     -0.1871004594E-02  0.2555837385E-02   14.16066362    
   6.590000000       500.0000000       27.36002940      0.1328768772E-03   27.35744443     -0.2461982723E-02  0.2521103102E-02   27.41755896    
   6.590000000       700.0000000       42.75807003     -0.1184609863E-03   42.71316511     -0.3685091069E-02  0.2271411724E-03   42.84338348    
   6.600000000       300.0000000       14.51877040     -0.1836458446E-03   14.54591854     -0.1858409122E-02  0.2879417184E-02   14.56413195    
   6.600000000       500.0000000       27.65199307      0.4932319936E-03   27.64763312     -0.2477915300E-02  0.2720100189E-02   27.71144137    
   6.600000000       700.0000000       42.92203441      0.1964922623E-03   42.87551427     -0.3699696952E-02  0.3557117478E-03   43.00632986    
   6.610000000       300.0000000       14.95452464      0.2757371429E-04   14.98180123     -0.1667190568E-02  0.3294380031E-02   15.00638225    
   6.610000000       500.0000000       27.96229014      0.8285862166E-03   27.95720505     -0.2489850143E-02  0.2910707699E-02   28.02459083    
   6.610000000       700.0000000       43.08393819      0.4801139370E-03   43.03672151     -0.3720722373E-02  0.4766251157E-03   43.16795701    
   6.620000000       300.0000000       15.41754779      0.3125477472E-03   15.44529347     -0.1339031738E-02  0.3706500864E-02   15.47444818    
   6.620000000       500.0000000       28.29191262      0.1120968121E-02   28.28706678     -0.2505148139E-02  0.3085219491E-02   28.35753901    
   6.620000000       700.0000000       43.24875245      0.7221375017E-03   43.20174275     -0.3745717018E-02  0.5909704579E-03   43.33311453    
   6.630000000       300.0000000       15.89211536      0.6295983297E-03   15.92049742     -0.9631093991E-03  0.3992642786E-02   15.95213217    
   6.630000000       500.0000000       28.64173912      0.1350697788E-02   28.63792084     -0.2537369937E-02  0.3236826371E-02   28.71073420    
   6.630000000       700.0000000       43.42149221      0.9143901104E-03   43.37552460     -0.3771674872E-02  0.6996040619E-03   43.50667051    
   6.640000000       300.0000000       16.36421850      0.9220292478E-03   16.39304330     -0.6599191597E-03  0.4052646689E-02   16.42538570    
   6.640000000       500.0000000       29.01291785      0.1499318657E-02   29.01067508     -0.2601387762E-02  0.3363857968E-02   29.08498396    
   6.640000000       700.0000000       43.60709264      0.1051588608E-02   43.56288808     -0.3794599881E-02  0.8032113224E-03   43.69340536    
   6.650000000       300.0000000       16.82971418      0.1128045631E-02   16.85833841     -0.5363995041E-03  0.3876141105E-02   16.89030305    
   6.650000000       500.0000000       29.40704035      0.1553444625E-02   29.40664643     -0.2707613920E-02  0.3471972251E-02   29.48165766    
   6.650000000       700.0000000       43.81027932      0.1132020961E-02   43.76840943     -0.3809054646E-02  0.9022430295E-03   43.89789688    
   6.660000000       300.0000000       17.29834089      0.1199253985E-02   17.32585595     -0.6286054860E-03  0.3575313672E-02   17.35709782    
   6.660000000       500.0000000       29.82596008      0.1508623743E-02   29.82740874     -0.2857193780E-02  0.3572709155E-02   29.90250413    
   6.660000000       700.0000000       44.03543113      0.1157974368E-02   43.99629534     -0.3807876501E-02  0.9967066817E-03   44.12439396    
   6.670000000       300.0000000       17.78764690      0.1107526075E-02   17.81320305     -0.8876692479E-03  0.3341046871E-02   17.84397243    
   6.670000000       500.0000000       30.27128381      0.1372232607E-02   30.27430908     -0.3039589255E-02  0.3678414573E-02   30.34911968    
   6.670000000       700.0000000       44.28644222      0.1135777338E-02   44.25025772     -0.3782222713E-02  0.1085879418E-02   44.37668474    
   6.680000000       300.0000000       18.30968034      0.8459017148E-03   18.33263213     -0.1234888170E-02  0.3345326251E-02   18.36364666    
   6.680000000       500.0000000       30.74376134      0.1164499958E-02   30.74787558     -0.3233024739E-02  0.3795455498E-02   30.82230149    
   6.680000000       700.0000000       44.56659576      0.1075366922E-02   44.53339960     -0.3722036393E-02  0.1168079925E-02   44.65797252    
   6.690000000       300.0000000       18.86062745      0.4475609870E-03   18.88038485     -0.1627069036E-02  0.3653469466E-02   18.91281683    
   6.690000000       500.0000000       31.24288905      0.9170105797E-03   31.24743372     -0.3407364567E-02  0.3918879746E-02   31.32161331    
   6.690000000       700.0000000       44.87846330      0.9893693720E-03   44.84812493     -0.3616926538E-02  0.1240652737E-02   44.97077459    
   6.700000000       300.0000000       19.42054523      0.2002979976E-05   19.43634995     -0.2057841414E-02  0.4186436424E-02   19.47177214    
   6.700000000       500.0000000       31.76694315      0.6685027034E-03   31.77114880     -0.3528693601E-02  0.4031456366E-02   31.84538956    
   6.700000000       700.0000000       45.22383967      0.8917785014E-03   45.19608174     -0.3457353535E-02  0.1300260248E-02   45.31685497    
   6.710000000       300.0000000       19.96263442     -0.3691183539E-03   19.97353472     -0.2492735719E-02  0.4742726557E-02   20.01359016    
   6.710000000       500.0000000       32.31340592      0.4584584572E-03   32.31645801     -0.3565107088E-02  0.4108323288E-02   32.39114893    
   6.710000000       700.0000000       45.60371581      0.7964093986E-03   45.57814041     -0.3235927103E-02  0.1343459163E-02   45.69719469    
   6.720000000       300.0000000       20.46814200     -0.5577716742E-03   20.47320597     -0.2803075065E-02  0.5073540055E-02   20.51901941    
   6.720000000       500.0000000       32.87949394      0.3197443470E-03   32.88059819     -0.3493263054E-02  0.4125978433E-02   32.95612851    
   6.720000000       700.0000000       46.01828551      0.7153708969E-03   45.99440315     -0.2948575269E-02  0.1367404048E-02   46.11199601    
   6.730000000       300.0000000       20.94053374     -0.4936188995E-03   20.93915924     -0.2793200625E-02  0.4986367337E-02   20.99080353    
   6.730000000       500.0000000       33.46241674      0.2720845678E-03   33.46085380     -0.3304515749E-02  0.4072186410E-02   33.53756252    
   6.730000000       700.0000000       46.46698003      0.6578166193E-03   46.44423879     -0.2595345117E-02  0.1370430249E-02   46.56071485    
   6.740000000       300.0000000       21.40695128     -0.1527723795E-03   21.39914468     -0.2359909402E-02  0.4442142440E-02   21.45549136    
   6.740000000       500.0000000       34.05917583      0.3181997086E-03   34.05433401     -0.3008339925E-02  0.3952561663E-02   34.13250530    
   6.740000000       700.0000000       46.94852729      0.6291905158E-03   46.92634014     -0.2180656894E-02  0.1352268882E-02   47.04211729    
   6.750000000       300.0000000       21.89813327      0.4163338606E-03   21.88464829     -0.1656203612E-02  0.3598977442E-02   21.94373298    
   6.750000000       500.0000000       34.66607242      0.4439389168E-03   34.65745173     -0.2630651251E-02  0.3790641510E-02   34.73735406    
   6.750000000       700.0000000       47.46103592      0.6310843152E-03   47.43880518     -0.1712945653E-02  0.1313750264E-02   47.55436056    
   6.760000000       300.0000000       22.41867963      0.1066736189E-02   22.40084004     -0.1051786776E-02  0.2747708911E-02   22.46066941    
   6.760000000       500.0000000       35.27838259      0.6226778026E-03   35.26557307     -0.2206603917E-02  0.3620864618E-02   35.34752031    
   6.760000000       700.0000000       48.00210550      0.6616951848E-03   47.97924404     -0.1203759405E-02  0.1256027645E-02   48.09509912    
   6.770000000       300.0000000       22.93601607      0.1586380488E-02   22.91511662     -0.8670340827E-03  0.2159768997E-02   22.97465386    
   6.770000000       500.0000000       35.89063099      0.8227625038E-03   35.87328011     -0.1770785068E-02  0.3476874844E-02   35.95768000    
   6.770000000       700.0000000       48.56895825      0.7167493025E-03   48.54490778     -0.6664916874E-03  0.1179536095E-02   48.66161163    
   6.780000000       300.0000000       23.40201747      0.1809458703E-02   23.37854814     -0.1111557374E-02  0.1971363801E-02   23.43840665    
   6.780000000       500.0000000       36.49751215      0.1015342538E-02   36.47530296     -0.1349933830E-02  0.3379520500E-02   36.56265960    
   6.780000000       700.0000000       49.15857775      0.7906791101E-03   49.13282470     -0.1149648952E-03  0.1083020131E-02   49.25093484    
   6.790000000       300.0000000       23.78855261      0.1737674885E-02   23.76180462     -0.1468716671E-02  0.2178403669E-02   23.82415078    
   6.790000000       500.0000000       37.09502990      0.1179466729E-02   37.06768858     -0.9621393092E-03  0.3328942442E-02   37.15854364    
   6.790000000       700.0000000       49.76783193      0.8778316714E-03   49.73992100      0.4379631907E-03  0.9629687409E-03   49.85998259    
   6.800000000       300.0000000       24.10533501      0.1565484904E-02   24.07376777     -0.1534904686E-02  0.2674688981E-02   24.14134041    
   6.800000000       500.0000000       37.68121884      0.1302574698E-02   37.64855601     -0.6221609847E-03  0.3303478564E-02   37.74338114    
   6.800000000       700.0000000       50.39355669      0.9735374819E-03   50.36310157      0.9816874521E-03  0.8136808945E-03   50.48562709    
   6.810000000       300.0000000       24.38810623      0.1554562397E-02   24.35026201     -0.1107946698E-02  0.3266500736E-02   24.42503349    
   6.810000000       500.0000000       38.25604114      0.1377218950E-02   38.21801208     -0.3479555529E-03  0.3265715680E-02   38.31709103    
   6.810000000       700.0000000       51.03258624      0.1074949092E-02   50.99927639      0.1509023535E-02  0.6279856972E-03   51.12472875    
   6.820000000       300.0000000       24.67197633      0.1826129364E-02   24.62733152     -0.3216716410E-03  0.3704147944E-02   24.70953884    
   6.820000000       500.0000000       38.82054258      0.1397417991E-02   38.77729795     -0.1620034699E-03  0.3173766552E-02   38.88064734    
   6.820000000       700.0000000       51.68173248      0.1181620396E-02   51.64533456      0.2017227374E-02  0.3984266717E-03   51.77411680    
   6.830000000       300.0000000       24.97210774      0.2236960315E-02   24.92142409      0.4137058107E-03  0.3768541731E-02   25.00932381    
   6.830000000       500.0000000       39.37574811      0.1358502514E-02   39.32764580     -0.8383490455E-04  0.2994230107E-02   39.43501303    
   6.830000000       700.0000000       52.33773110      0.1295809092E-02   52.29808423      0.2508735129E-02  0.1185623673E-03   52.43053729    
   6.840000000       300.0000000       25.28190294      0.2449971957E-02   25.22707702      0.6017528393E-03  0.3362246066E-02   25.31737019    
   6.840000000       500.0000000       39.92183514      0.1261887616E-02   39.86939783     -0.1156772945E-03  0.2712651854E-02   39.98034616    
   6.840000000       700.0000000       52.99718053      0.1422453046E-02   52.95418553      0.2991362727E-02 -0.2160095858E-03   53.09059387    
   6.850000000       300.0000000       25.58392596      0.2152061836E-02   25.52749532     -0.8839895330E-04  0.2542109798E-02   25.61632604    
   6.850000000       500.0000000       40.45786936      0.1122187112E-02   40.40169411     -0.2282149535E-03  0.2337922133E-02   40.51574968    
   6.850000000       700.0000000       53.65649750      0.1568740487E-02   53.61010190      0.3477647418E-02 -0.6072123745E-03   53.75070410    
   6.860000000       300.0000000       25.86306400      0.1285024163E-02   25.80741972     -0.1605628846E-02  0.1493650161E-02   25.89183312    
   6.860000000       500.0000000       40.98204085      0.9712177545E-03   40.92268818     -0.3551533757E-03  0.1898880956E-02   41.03949607    
   6.860000000       700.0000000       54.31190363      0.1743219079E-02   54.26208509      0.3983112640E-02 -0.1054749557E-02   54.40708543    
   6.870000000       300.0000000       26.11438108      0.1547482045E-03   26.06082520     -0.3462786372E-02  0.4871390991E-03   26.14016113    
   6.870000000       500.0000000       41.49212016      0.8540501395E-03   41.43002165     -0.4023485303E-03  0.1433917656E-02   41.54944971    
   6.870000000       700.0000000       54.95944563      0.1954494916E-02   54.90619675      0.4523502484E-02 -0.1556942778E-02   55.05577370    
   6.880000000       300.0000000       26.34278318     -0.6921431476E-03   26.29090027     -0.4912778769E-02 -0.1828300954E-03   26.36723732    
   6.880000000       500.0000000       41.98584735      0.8165468577E-03   41.92126743     -0.2707073824E-03  0.9767889378E-03   42.04341397    
   6.880000000       700.0000000       55.59504306      0.2209727973E-02   55.53835991      0.5111381106E-02 -0.2111821938E-02   55.69266895    
   6.890000000       300.0000000       26.55586295     -0.8023961405E-03   26.50369803     -0.5302429147E-02 -0.3123038520E-03   26.58089729    
   6.890000000       500.0000000       42.46110603      0.8894139609E-03   42.39417479      0.1150392708E-03  0.5434491000E-03   42.51927435    
   6.890000000       700.0000000       56.21455495      0.2513255174E-02   56.15442998      0.5752781175E-02 -0.2718041428E-02   56.31360085    
   6.900000000       300.0000000       26.75669272     -0.1307963341E-03   26.70169903     -0.4434770660E-02  0.8561520165E-04   26.78356899    
   6.900000000       500.0000000       42.91588418      0.1077008738E-02   42.84669078      0.7834008549E-03  0.1246910234E-03   42.97495555    
   6.900000000       700.0000000       56.81385888      0.2865681816E-02   56.75027688      0.6444674932E-02 -0.3375236392E-02   56.91440781    
   6.910000000       300.0000000       26.94482297      0.9182911662E-03   26.88499297     -0.2701075126E-02  0.7664902069E-03   26.97360248    
   6.910000000       500.0000000       43.34809427      0.1357471896E-02   43.27680562      0.1708728985E-02 -0.3125219795E-03   43.40826912    
   6.910000000       700.0000000       57.38894104      0.3263642059E-02   57.32187521      0.7173870027E-02 -0.4083603111E-02   57.49102830    
   6.920000000       300.0000000       27.12488973      0.1749879275E-02   27.05949330     -0.8345159448E-03  0.1381415862E-02   27.15436049    
   6.920000000       500.0000000       43.75532883      0.1694810486E-02   43.68228671      0.2821881857E-02 -0.8154940058E-03   43.81671702    
   6.920000000       700.0000000       57.93599958      0.3700186245E-02   57.86540440      0.7917552879E-02 -0.4842729671E-02   58.03960602    
   6.930000000       300.0000000       27.31066716      0.1931164617E-02   27.24046965      0.5628522753E-03  0.1646790157E-02   27.33877492    
   6.930000000       500.0000000       44.13464578      0.2056931536E-02   44.06040085      0.4033069090E-02 -0.1431744043E-02   44.19732397    
   6.930000000       700.0000000       58.45156456      0.4165517565E-02   58.37736293      0.8645260767E-02 -0.5649933063E-02   58.55661108    
   6.940000000       300.0000000       27.51412488      0.1401954128E-02   27.44127735      0.1327326984E-02  0.1457750230E-02   27.53887604    
   6.940000000       500.0000000       44.48254776      0.2430374723E-02   44.40780767      0.5256233398E-02 -0.2195739225E-02   44.54663852    
   6.940000000       700.0000000       58.93263330      0.4647691396E-02   58.85469756      0.9321730919E-02 -0.6498499885E-02   59.03897509    
   6.950000000       300.0000000       27.72655964      0.4527730702E-03   27.65428839      0.1644561445E-02  0.8934999541E-03   27.74713900    
   6.950000000       500.0000000       44.79535680      0.2824363342E-02   44.72085129      0.6425537814E-02 -0.3120754545E-02   44.86108883    
   6.950000000       700.0000000       59.37681153      0.5132968745E-02   59.29494077      0.9909966189E-02 -0.7376240487E-02   59.48423047    
   6.960000000       300.0000000       27.91378494     -0.4572933056E-03   27.84580832      0.1759142314E-02  0.1204262443E-03   27.93132360    
   6.960000000       500.0000000       45.07005700      0.3262331754E-02   44.99634859      0.7499870592E-02 -0.4197504342E-02   45.13776664    
   6.960000000       700.0000000       59.78244054      0.5605750610E-02   59.69633921      0.1037398726E-01 -0.8264662687E-02   59.89063520    
   6.970000000       300.0000000       28.03779031     -0.9068206001E-03   27.97737908      0.1842523032E-02 -0.7176295125E-03   28.05524614    
   6.970000000       500.0000000       45.30537368      0.3765032371E-02   45.23266211      0.8456710337E-02 -0.5398316126E-02   45.37542718    
   6.970000000       700.0000000       60.14868356      0.6048305554E-02   60.05794800      0.1068103036E-01 -0.9138905310E-02   60.25725781    
   6.980000000       300.0000000       28.08801212     -0.6535283609E-03   28.03685241      0.2089428610E-02 -0.1529954212E-02   28.10916979    
   6.980000000       500.0000000       45.50257454      0.4332823059E-02   45.43055158      0.9279617020E-02 -0.6683886364E-02   45.57522139    
   6.980000000       700.0000000       60.47554601      0.6440706771E-02   60.37966539      0.1080326776E-01 -0.9968413742E-02   60.58399988    
   6.990000000       300.0000000       28.09162919      0.3003097567E-03   28.04899461      0.2780413603E-02 -0.2253617251E-02   28.11980500    
   6.990000000       500.0000000       45.66547990      0.4934683679E-02   45.59328271      0.9944402032E-02 -0.8009379905E-02   45.74067761    
   6.990000000       700.0000000       60.76381660      0.6761422718E-02   60.66219292      0.1071935254E-01 -0.1071824596E-01   60.87154439    
   7.000000000       300.0000000       28.09413277      0.1709209591E-02   28.05697568      0.4126518743E-02 -0.2872138308E-02   28.13119409    
   7.000000000       500.0000000       45.79952511      0.5508500331E-02   45.72581093      0.1040916876E-01 -0.9327343214E-02   45.87679239    
   7.000000000       700.0000000       61.01493664      0.6988838781E-02   60.90692498      0.1041613862E-01 -0.1135088966E-01   61.12123785    
   7.010000000       300.0000000       28.13131190      0.3166870809E-02   28.09542262      0.6045098398E-02 -0.3497111116E-02   28.17722132    
   7.010000000       500.0000000       45.91021273      0.5972696141E-02   45.83334156      0.1061304870E-01 -0.1058622318E-01   45.98856508    
   7.010000000       700.0000000       61.23082636      0.7103687704E-02   61.11579274      0.9890785191E-02 -0.1182852969E-01   61.33493365    
   7.020000000       300.0000000       28.21555402      0.4269344454E-02   28.17717165      0.8117945923E-02 -0.4392714373E-02   28.26834538    
   7.020000000       500.0000000       46.00159892      0.6245127672E-02   45.91987871      0.1048642304E-01 -0.1172530473E-01   46.07960123    
   7.020000000       700.0000000       61.41371047      0.7092043797E-02   61.29110095      0.9153164517E-02 -0.1211577706E-01   61.51483590    
   7.030000000       300.0000000       28.33820577      0.4785583450E-02   28.29514375      0.9779131316E-02 -0.5833977699E-02   28.39428515    
   7.030000000       500.0000000       46.07541213      0.6262866622E-02   45.98734588      0.9971337573E-02 -0.1266946470E-01   46.15135268    
   7.030000000       700.0000000       61.56598461      0.6948301958E-02   61.43539698      0.8228151283E-02 -0.1218288825E-01   61.66338108    
   7.040000000       300.0000000       28.47708343      0.4724537094E-02   28.42887938      0.1057201764E-01 -0.7870943776E-02   28.53189171    
   7.040000000       500.0000000       46.13108154      0.5996912853E-02   46.03556416      0.9046310259E-02 -0.1332910607E-01   46.20323980    
   7.040000000       700.0000000       61.69014950      0.6677488136E-02   61.55139840      0.7157103142E-02 -0.1200941300E-01   61.78318058    
   7.050000000       300.0000000       28.60377154      0.4260186793E-02   28.55108035      0.1030019177E-01 -0.1018392683E-01   28.65287353    
   7.050000000       500.0000000       46.16656396      0.5458667729E-02   46.06300175      0.7747256495E-02 -0.1361014876E-01   46.23351775    
   7.050000000       700.0000000       61.78881722      0.6296342103E-02   61.64198430      0.5997757401E-02 -0.1158800165E-01   61.87702502    
   7.060000000       300.0000000       28.69257357      0.3584962447E-02   28.63634062      0.9036232480E-02 -0.1214215419E-01   28.73294294    
   7.060000000       500.0000000       46.17957088      0.4698524587E-02   46.06792478      0.6177068247E-02 -0.1343508740E-01   46.24047354    
   7.060000000       700.0000000       61.86477133      0.5832831479E-02   61.71023474      0.4821927329E-02 -0.1092783540E-01   61.94793144    
   7.070000000       300.0000000       28.73090837      0.2789786249E-02   28.67173141      0.7059380003E-02 -0.1306053408E-01   28.76183792    
   7.070000000       500.0000000       46.16869503      0.3799216489E-02   46.04946717      0.4499763140E-02 -0.1277014830E-01   46.22345548    
   7.070000000       700.0000000       61.92104972      0.5324028666E-02   61.75948938      0.3710767187E-02 -0.1005692561E-01   61.99920307    
